league,n_shots,pps,xpps_nba_model,pct_three,pct_rim,execution_gap_100
NBA,218701,1.093076849214224,1.093085617039456,0.3948541616179167,0.29569595017855427,-0.0008767825232069981
G League,94128,1.0673763386027537,1.096081223322879,0.4015277069522353,0.32343192248852626,-2.8704884720125223
