league,n_shots,pps,make,pct_three,pct_rim,pct_midrange,rim_make,three_make,corner_share_of_3s,corner_3_make,dunks_per_1000
NBA 2024-25,219527,1.0861351906599188,0.46721360014941216,0.4211554842912261,0.2787356452737021,0.09748686949669061,0.6635561366236313,0.360218484668217,0.25509707425233896,0.3879160483358067,43.72127346522296
WNBA 2024,32759,0.9891327574101774,0.43798650752464974,0.3345950731096798,0.28328093043133185,0.16752648127232211,0.6280172413793104,0.3381990694279719,0.12279901468844083,0.3521545319465082,0.0
WNBA 2025,38535,0.9999480991306604,0.43923705722070844,0.3595692227844816,0.2737511353315168,0.13810821331257297,0.6284007962840079,0.33783198614318705,0.12918591224018475,0.37262569832402237,0.0
