GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,2022300001,7,1630648,Jordan Schakel,1612709915,Maine Celtics,1,11,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,219,99,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,11,1641809,Drew Peterson,1612709915,Maine Celtics,1,11,16,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,20,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,13,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,1,11,4,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,-12,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,15,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,1,11,3,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,18,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,1,10,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,237,98,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,20,1630283,Kylor Kelley,1612709915,Maine Celtics,1,10,41,Missed Shot,Driving Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,20,36,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,23,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,1,10,37,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,15,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,26,1641775,Jordan Walsh,1612709915,Maine Celtics,1,10,26,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,104,109,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,28,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,1,10,15,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,1,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,30,1630648,Jordan Schakel,1612709915,Maine Celtics,1,10,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-39,284,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,32,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,1,9,48,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,63,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,34,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,1,9,45,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,17,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,35,1630283,Kylor Kelley,1612709915,Maine Celtics,1,9,25,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,27,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,38,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,1,9,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,26,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,44,1631120,JD Davison,1612709915,Maine Celtics,1,9,0,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,22,69,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,46,1641809,Drew Peterson,1612709915,Maine Celtics,1,8,56,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-191,11,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,54,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,1,8,34,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,13,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,56,1630791,James Banks III,1612709915,Maine Celtics,1,8,15,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,17,37,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,58,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,1,8,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,47,260,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,60,1631120,JD Davison,1612709915,Maine Celtics,1,7,46,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,49,81,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,61,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,1,7,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-186,172,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,63,1641775,Jordan Walsh,1612709915,Maine Celtics,1,7,18,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,11,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,65,1630791,James Banks III,1612709915,Maine Celtics,1,7,15,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,68,1630791,James Banks III,1612709915,Maine Celtics,1,6,56,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,33,62,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,70,1631120,JD Davison,1612709915,Maine Celtics,1,6,49,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,58,90,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,72,1641809,Drew Peterson,1612709915,Maine Celtics,1,6,33,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,89,173,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,83,1630569,DJ Steward,1612709915,Maine Celtics,1,6,27,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-21,89,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,85,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,1,6,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-75,245,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,87,1630306,Rob Edwards,1612709915,Maine Celtics,1,6,4,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,55,16,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,91,1630569,DJ Steward,1612709915,Maine Celtics,1,5,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,184,193,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,93,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,1,5,32,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,22,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,95,1641994,Brandon Slater,1612709915,Maine Celtics,1,5,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-183,186,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,97,1641809,Drew Peterson,1612709915,Maine Celtics,1,5,10,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,23,67,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,98,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,1,4,56,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,-16,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,100,1641809,Drew Peterson,1612709915,Maine Celtics,1,4,39,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,69,83,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,101,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,1,4,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-127,222,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,105,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,1,4,6,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,13,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,118,1641809,Drew Peterson,1612709915,Maine Celtics,1,3,48,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-5,132,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,120,1641994,Brandon Slater,1612709915,Maine Celtics,1,3,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,72,259,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,122,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,1,3,22,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-85,72,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,124,1630283,Kylor Kelley,1612709915,Maine Celtics,1,3,11,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,12,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,126,1630186,Jahmi'us Ramsey,1612709889,Oklahoma City Blue,1,2,56,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-12,56,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,128,1641809,Drew Peterson,1612709915,Maine Celtics,1,2,38,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,184,18,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,129,1631455,Jaden Shackelford,1612709889,Oklahoma City Blue,1,2,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-211,135,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,131,1630283,Kylor Kelley,1612709915,Maine Celtics,1,2,8,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,88,142,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,133,203583,Abdul Gaddy,1612709889,Oklahoma City Blue,1,2,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,26,3,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,134,203503,Tony Snell,1612709915,Maine Celtics,1,1,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,195,153,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,136,1642105,KJ Williams,1612709889,Oklahoma City Blue,1,1,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-197,159,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,138,1630569,DJ Steward,1612709915,Maine Celtics,1,1,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,146,218,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,147,1630569,DJ Steward,1612709915,Maine Celtics,1,0,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-195,195,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,152,1631120,JD Davison,1612709915,Maine Celtics,1,0,33,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,51,248,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,154,1642105,KJ Williams,1612709889,Oklahoma City Blue,1,0,16,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-6,90,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,169,203503,Tony Snell,1612709915,Maine Celtics,2,11,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,141,242,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,173,1630186,Jahmi'us Ramsey,1612709889,Oklahoma City Blue,2,11,24,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,5,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,175,1630648,Jordan Schakel,1612709915,Maine Celtics,2,11,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-138,222,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,177,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,2,11,0,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,25,34,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,179,1641994,Brandon Slater,1612709915,Maine Celtics,2,10,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-123,253,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,181,1630186,Jahmi'us Ramsey,1612709889,Oklahoma City Blue,2,10,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-33,13,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,187,203583,Abdul Gaddy,1612709889,Oklahoma City Blue,2,10,25,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,15,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,189,1641994,Brandon Slater,1612709915,Maine Celtics,2,10,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,53,256,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,195,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,2,9,54,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,26,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,197,1641994,Brandon Slater,1612709915,Maine Celtics,2,9,40,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,12,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,200,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,2,9,20,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,10,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,202,1641775,Jordan Walsh,1612709915,Maine Celtics,2,9,6,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-8,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,206,1641775,Jordan Walsh,1612709915,Maine Celtics,2,8,57,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,13,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,214,1631455,Jaden Shackelford,1612709889,Oklahoma City Blue,2,8,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-186,180,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,218,1641775,Jordan Walsh,1612709915,Maine Celtics,2,8,26,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-65,125,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,220,1630186,Jahmi'us Ramsey,1612709889,Oklahoma City Blue,2,8,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,173,193,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,237,203583,Abdul Gaddy,1612709889,Oklahoma City Blue,2,7,28,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-232,89,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,244,1630186,Jahmi'us Ramsey,1612709889,Oklahoma City Blue,2,7,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,14,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,249,1642104,Hunter Maldonado,1612709889,Oklahoma City Blue,2,6,44,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-12,52,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,255,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,2,6,20,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,13,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,261,1641809,Drew Peterson,1612709915,Maine Celtics,2,5,59,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,20,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,263,1630791,James Banks III,1612709915,Maine Celtics,2,5,57,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-1,79,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,265,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,2,5,44,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-42,90,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,266,1630569,DJ Steward,1612709915,Maine Celtics,2,5,32,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-108,262,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,268,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,2,5,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,127,225,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,270,1630306,Rob Edwards,1612709915,Maine Celtics,2,5,4,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,42,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,272,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,2,4,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,85,255,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,281,1630306,Rob Edwards,1612709915,Maine Celtics,2,4,27,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,121,226,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,283,1630283,Kylor Kelley,1612709915,Maine Celtics,2,4,21,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,17,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,286,1641809,Drew Peterson,1612709915,Maine Celtics,2,3,55,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,40,111,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,288,1630569,DJ Steward,1612709915,Maine Celtics,2,3,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-189,167,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,290,1642104,Hunter Maldonado,1612709889,Oklahoma City Blue,2,3,33,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-27,143,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,291,1630306,Rob Edwards,1612709915,Maine Celtics,2,3,14,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,4,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,293,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,2,3,2,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,32,64,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,296,1630283,Kylor Kelley,1612709915,Maine Celtics,2,2,55,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,21,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,298,1642104,Hunter Maldonado,1612709889,Oklahoma City Blue,2,2,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,153,222,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,300,1641809,Drew Peterson,1612709915,Maine Celtics,2,2,30,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,60,106,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,304,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,2,2,17,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,29,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,306,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,2,2,11,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,30,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,307,1641994,Brandon Slater,1612709915,Maine Celtics,2,1,50,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-174,204,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,309,1641809,Drew Peterson,1612709915,Maine Celtics,2,1,43,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-62,116,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,707,1642104,Hunter Maldonado,1612709889,Oklahoma City Blue,2,1,31,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-16,29,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,313,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,2,1,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,6,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,710,1642104,Hunter Maldonado,1612709889,Oklahoma City Blue,2,1,3,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,76,99,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,321,1630283,Kylor Kelley,1612709915,Maine Celtics,2,0,51,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,0,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,323,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,2,0,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-172,184,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,333,1631120,JD Davison,1612709915,Maine Celtics,2,0,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,11,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,335,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,2,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-174,167,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,343,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,3,11,43,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,25,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,347,1641775,Jordan Walsh,1612709915,Maine Celtics,3,11,28,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,27,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,352,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,3,11,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,31,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,353,1641809,Drew Peterson,1612709915,Maine Celtics,3,10,43,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,238,14,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,355,1641775,Jordan Walsh,1612709915,Maine Celtics,3,10,34,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-140,130,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,357,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,3,10,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,15,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,362,1641809,Drew Peterson,1612709915,Maine Celtics,3,10,11,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,31,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,364,1641775,Jordan Walsh,1612709915,Maine Celtics,3,10,3,Missed Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,367,1631120,JD Davison,1612709915,Maine Celtics,3,9,53,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,55,100,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,371,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,3,9,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,16,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,372,1630648,Jordan Schakel,1612709915,Maine Celtics,3,9,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-205,159,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,384,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,3,8,43,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,11,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,386,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,3,8,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,116,-8,1,1,20231227,OKL,MNE
