GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,2022300282,464,1631197,Jared Rhoden,1612709932,Motor City Cruise,3,2,10,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-206,180,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,465,1628860,Zak Irvin,1612709917,Grand Rapids Gold,3,1,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,1,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,468,1631197,Jared Rhoden,1612709932,Motor City Cruise,3,1,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,135,225,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,478,1630649,Stanley Umude,1612709932,Motor City Cruise,3,1,17,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,97,22,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,483,1628532,ShawnDre Jones,1612709932,Motor City Cruise,3,0,55,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,108,153,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,485,1641848,Armaan Franklin,1612709917,Grand Rapids Gold,3,0,47,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,8,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,490,1642045,Devon Higgs,1612709932,Motor City Cruise,3,0,26,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-67,32,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,492,1630649,Stanley Umude,1612709932,Motor City Cruise,3,0,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-202,176,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,507,1631205,Buddy Boeheim,1612709932,Motor City Cruise,4,11,40,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-21,42,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,512,1630649,Stanley Umude,1612709932,Motor City Cruise,4,11,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-100,235,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,514,1630691,Jamorko Pickett,1612709917,Grand Rapids Gold,4,11,3,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,-3,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,515,1630649,Stanley Umude,1612709932,Motor City Cruise,4,10,46,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-10,55,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,517,1641847,Andrew Funk,1612709917,Grand Rapids Gold,4,10,35,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,29,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,523,1630643,Jay Huff,1612709917,Grand Rapids Gold,4,10,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-32,272,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,525,1630608,Malcolm Cazalon,1612709932,Motor City Cruise,4,10,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-13,279,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,527,1641847,Andrew Funk,1612709917,Grand Rapids Gold,4,9,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-221,104,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,532,1630643,Jay Huff,1612709917,Grand Rapids Gold,4,9,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,31,262,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,534,1630608,Malcolm Cazalon,1612709932,Motor City Cruise,4,8,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,33,48,331,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,540,1628532,ShawnDre Jones,1612709932,Motor City Cruise,4,8,25,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,21,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,542,1631421,Au'Diese Toney,1612709917,Grand Rapids Gold,4,8,20,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-26,31,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,545,1628532,ShawnDre Jones,1612709932,Motor City Cruise,4,8,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,-4,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,555,1630233,Nathan Knight,1612709932,Motor City Cruise,4,7,54,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-34,29,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,569,1630649,Stanley Umude,1612709932,Motor City Cruise,4,7,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-121,260,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,578,1630233,Nathan Knight,1612709932,Motor City Cruise,4,6,48,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-77,19,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,582,1630608,Malcolm Cazalon,1612709932,Motor City Cruise,4,6,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,169,219,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,584,1641848,Armaan Franklin,1612709917,Grand Rapids Gold,4,6,25,Missed Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,38,10,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,586,1631197,Jared Rhoden,1612709932,Motor City Cruise,4,6,18,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-241,94,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,588,1628860,Zak Irvin,1612709917,Grand Rapids Gold,4,6,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,197,210,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,592,1631421,Au'Diese Toney,1612709917,Grand Rapids Gold,4,5,46,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-5,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,602,1630649,Stanley Umude,1612709932,Motor City Cruise,4,5,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-157,19,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,604,1631421,Au'Diese Toney,1612709917,Grand Rapids Gold,4,5,5,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,15,83,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,606,1630285,Zavier Simpson,1612709932,Motor City Cruise,4,4,56,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,22,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,608,1630233,Nathan Knight,1612709932,Motor City Cruise,4,4,51,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,609,1641848,Armaan Franklin,1612709917,Grand Rapids Gold,4,4,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-107,257,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,611,1642019,Will Richardson,1612709917,Grand Rapids Gold,4,4,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-180,205,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,613,1628860,Zak Irvin,1612709917,Grand Rapids Gold,4,4,30,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,614,1630233,Nathan Knight,1612709932,Motor City Cruise,4,4,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,29,-5,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,616,1630233,Nathan Knight,1612709932,Motor City Cruise,4,4,7,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,8,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,618,1630233,Nathan Knight,1612709932,Motor City Cruise,4,4,1,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,626,1630649,Stanley Umude,1612709932,Motor City Cruise,4,3,31,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-245,14,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,632,1630649,Stanley Umude,1612709932,Motor City Cruise,4,2,54,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-22,71,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,636,1630649,Stanley Umude,1612709932,Motor City Cruise,4,2,34,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,1,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,642,1631197,Jared Rhoden,1612709932,Motor City Cruise,4,2,4,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-18,156,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,643,1630643,Jay Huff,1612709917,Grand Rapids Gold,4,1,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,127,241,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,645,1630233,Nathan Knight,1612709932,Motor City Cruise,4,1,32,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,22,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,658,1630643,Jay Huff,1612709917,Grand Rapids Gold,4,0,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,214,131,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300282,660,1630285,Zavier Simpson,1612709932,Motor City Cruise,4,0,32,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,19,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,662,1630691,Jamorko Pickett,1612709917,Grand Rapids Gold,4,0,25,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-16,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,669,1630643,Jay Huff,1612709917,Grand Rapids Gold,4,0,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-118,7,1,0,20240213,MCC,GRG
Shot Chart Detail,2022300282,674,1630643,Jay Huff,1612709917,Grand Rapids Gold,4,0,7,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,18,1,1,20240213,MCC,GRG
Shot Chart Detail,2022300283,7,1630777,Jeremiah Tilmon,1612709922,Greensboro Swarm,1,11,38,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,7,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,9,1626159,Justise Winslow,1612709920,Raptors 905,1,11,32,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,9,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,10,1641733,Nick Smith Jr.,1612709922,Greensboro Swarm,1,11,25,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7,78,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,12,1628424,Kobi Simmons,1612709920,Raptors 905,1,11,16,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,11,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,13,1641735,Amari Bailey,1612709922,Greensboro Swarm,1,11,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,15,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,14,1629007,Jontay Porter,1612709920,Raptors 905,1,10,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-62,256,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,16,1641733,Nick Smith Jr.,1612709922,Greensboro Swarm,1,10,26,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,103,90,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,18,1628424,Kobi Simmons,1612709920,Raptors 905,1,10,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-72,260,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,20,1641733,Nick Smith Jr.,1612709922,Greensboro Swarm,1,9,43,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-98,62,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,22,1631241,Javon Freeman-Liberty,1612709920,Raptors 905,1,9,38,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,9,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,28,1641735,Amari Bailey,1612709922,Greensboro Swarm,1,9,14,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-150,48,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,30,1631338,Mouhamadou Gueye,1612709920,Raptors 905,1,9,1,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,0,103,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,32,1641778,Leaky Black,1612709922,Greensboro Swarm,1,8,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-99,249,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,34,1631241,Javon Freeman-Liberty,1612709920,Raptors 905,1,8,40,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-176,195,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,36,1641733,Nick Smith Jr.,1612709922,Greensboro Swarm,1,8,27,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,50,78,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,38,1629007,Jontay Porter,1612709920,Raptors 905,1,8,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,191,185,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,40,1641778,Leaky Black,1612709922,Greensboro Swarm,1,8,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,37,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,43,1641735,Amari Bailey,1612709922,Greensboro Swarm,1,7,47,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-208,190,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,46,1631301,Jaylen Sims,1612709922,Greensboro Swarm,1,7,27,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-4,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,50,1641735,Amari Bailey,1612709922,Greensboro Swarm,1,7,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-18,258,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,59,1631241,Javon Freeman-Liberty,1612709920,Raptors 905,1,6,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-168,206,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,61,1626154,RJ Hunter,1612709922,Greensboro Swarm,1,6,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-83,273,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,63,1626159,Justise Winslow,1612709920,Raptors 905,1,6,18,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-11,43,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,70,1626154,RJ Hunter,1612709922,Greensboro Swarm,1,5,54,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,10,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,72,1631241,Javon Freeman-Liberty,1612709920,Raptors 905,1,5,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,5,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,73,1630777,Jeremiah Tilmon,1612709922,Greensboro Swarm,1,5,33,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,0,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,75,1628424,Kobi Simmons,1612709920,Raptors 905,1,5,14,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,29,53,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,76,1630585,Marcus Garrett,1612709922,Greensboro Swarm,1,4,58,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,1,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,79,1641733,Nick Smith Jr.,1612709922,Greensboro Swarm,1,4,54,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,4,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,81,1630588,Makur Maker,1612709920,Raptors 905,1,4,39,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,34,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,92,1641733,Nick Smith Jr.,1612709922,Greensboro Swarm,1,3,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,197,157,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,94,1631241,Javon Freeman-Liberty,1612709920,Raptors 905,1,3,39,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,138,142,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,101,1628424,Kobi Simmons,1612709920,Raptors 905,1,3,19,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,13,277,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,103,1626154,RJ Hunter,1612709922,Greensboro Swarm,1,2,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,211,149,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,105,1631241,Javon Freeman-Liberty,1612709920,Raptors 905,1,2,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-208,158,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,107,203145,Kent Bazemore,1612709922,Greensboro Swarm,1,2,36,Made Shot,Fadeaway Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,13,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,123,1641760,Omari Moore,1612709920,Raptors 905,1,2,10,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,-1,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,133,1629007,Jontay Porter,1612709920,Raptors 905,1,1,12,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,23,26,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,138,203145,Kent Bazemore,1612709922,Greensboro Swarm,1,1,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,113,233,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,140,1631301,Jaylen Sims,1612709922,Greensboro Swarm,1,0,57,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,-11,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,144,1630585,Marcus Garrett,1612709922,Greensboro Swarm,1,0,48,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,11,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,146,1629873,Jaysean Paige,1612709920,Raptors 905,1,0,46,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,174,243,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,148,203145,Kent Bazemore,1612709922,Greensboro Swarm,1,0,23,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,70,241,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,152,1641778,Leaky Black,1612709922,Greensboro Swarm,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,7,270,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,164,1641760,Omari Moore,1612709920,Raptors 905,2,11,47,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,4,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,166,203145,Kent Bazemore,1612709922,Greensboro Swarm,2,11,29,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,-5,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,168,1626159,Justise Winslow,1612709920,Raptors 905,2,11,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-130,220,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,171,1626159,Justise Winslow,1612709920,Raptors 905,2,11,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-238,89,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,173,1641735,Amari Bailey,1612709922,Greensboro Swarm,2,11,8,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-186,175,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,177,1641735,Amari Bailey,1612709922,Greensboro Swarm,2,10,53,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,0,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,183,1626159,Justise Winslow,1612709920,Raptors 905,2,10,36,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-13,58,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,187,1631300,Drake Jeffries,1612709920,Raptors 905,2,10,34,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,17,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,189,1641893,Kevin Obanor,1612709920,Raptors 905,2,10,27,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,191,1641893,Kevin Obanor,1612709920,Raptors 905,2,10,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,16,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,192,1631301,Jaylen Sims,1612709922,Greensboro Swarm,2,10,10,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,12,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,204,1626159,Justise Winslow,1612709920,Raptors 905,2,9,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,20,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,211,1641733,Nick Smith Jr.,1612709922,Greensboro Swarm,2,9,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-136,241,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,215,1631474,Terrell Brown Jr.,1612709922,Greensboro Swarm,2,8,45,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-99,109,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,217,1631300,Drake Jeffries,1612709920,Raptors 905,2,8,33,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,27,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,223,1626159,Justise Winslow,1612709920,Raptors 905,2,8,0,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,11,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,226,1641778,Leaky Black,1612709922,Greensboro Swarm,2,7,50,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,11,1,1,20240213,RAP,GBO
Shot Chart Detail,2022300283,228,1629007,Jontay Porter,1612709920,Raptors 905,2,7,22,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-28,37,1,0,20240213,RAP,GBO
Shot Chart Detail,2022300283,230,1641735,Amari Bailey,1612709922,Greensboro Swarm,2,7,5,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,65,58,1,0,20240213,RAP,GBO
